,reportedCity,dateOfLoss,elevatedBuildingIndicator,floodZone,latitude,longitude,lowestFloodElevation,amountPaidOnBuildingClaim,amountPaidOnContentsClaim,yearofLoss,reportedZipcode,id
0,HOUSTON,2017-08-27T00:00:00.000Z,False,X,29.7,-95.5,,195857.43,0.0,2017-01-01T00:00:00.000Z,77096,5e398d6774cbd479fc898dea
1,HOUSTON,2008-09-12T00:00:00.000Z,False,X,29.5,-95.1,,0.0,0.0,2008-01-01T00:00:00.000Z,77058,5e398d6774cbd479fc898dfc
2,HOUSTON,2004-06-29T00:00:00.000Z,False,X,29.8,-95.6,,1420.89,0.0,2004-01-01T00:00:00.000Z,77042,5e398d6774cbd479fc898e4b
3,HOUSTON,2009-04-28T00:00:00.000Z,False,X,29.8,-95.6,,2019.66,0.0,2009-01-01T00:00:00.000Z,77042,5e398d6774cbd479fc898e4c
4,HOUSTON,2001-06-09T00:00:00.000Z,False,X,29.7,-95.3,,13530.4,494.53,2001-01-01T00:00:00.000Z,77087,5e398d6774cbd479fc898ee0
5,HOUSTON,2006-06-19T00:00:00.000Z,False,X,29.7,-95.3,,18577.2,1775.96,2006-01-01T00:00:00.000Z,77087,5e398d6774cbd479fc898ee1
6,HOUSTON,2006-06-19T00:00:00.000Z,False,X,29.7,-95.3,,0.0,0.0,2006-01-01T00:00:00.000Z,77087,5e398d6774cbd479fc898ee2
7,HOUSTON,2009-08-21T00:00:00.000Z,False,X,29.8,-95.6,,0.0,0.0,2009-01-01T00:00:00.000Z,77079,5e398d6774cbd479fc898f39
8,HOUSTON,2011-12-25T00:00:00.000Z,False,X,29.8,-95.6,,0.0,0.0,2011-01-01T00:00:00.000Z,77079,5e398d6774cbd479fc898f3a
9,HOUSTON,2000-05-02T00:00:00.000Z,False,X,30.0,-95.5,,186.5,0.0,2000-01-01T00:00:00.000Z,77066,5e398d6774cbd479fc898f94
10,HOUSTON,2017-08-28T00:00:00.000Z,False,X,29.7,-95.5,,231888.28,65814.56,2017-01-01T00:00:00.000Z,77096,5e398d6774cbd479fc898fb4
11,HOUSTON,2002-10-28T00:00:00.000Z,False,X,29.8,-95.6,,3947.5,0.0,2002-01-01T00:00:00.000Z,77042,5e398d6774cbd479fc899039
12,HOUSTON,2017-08-27T00:00:00.000Z,True,AE,29.8,-95.5,69.0,0.0,0.0,2017-01-01T00:00:00.000Z,77024,5e398d6774cbd479fc899043
13,HOUSTON,1999-03-19T00:00:00.000Z,False,X,29.8,-95.6,,24460.47,3745.31,1999-01-01T00:00:00.000Z,77079,5e398d6774cbd479fc89904a
14,HOUSTON,2009-04-28T00:00:00.000Z,False,X,29.8,-95.6,,26508.15,751.17,2009-01-01T00:00:00.000Z,77079,5e398d6774cbd479fc89904b
15,HOUSTON,2017-08-27T00:00:00.000Z,False,X,29.8,-95.6,,250000.0,100000.0,2017-01-01T00:00:00.000Z,77079,5e398d6774cbd479fc89904c
16,HOUSTON,2017-08-29T00:00:00.000Z,False,X,29.8,-95.6,,250000.0,40821.4,2017-01-01T00:00:00.000Z,77079,5e398d6774cbd479fc899066
17,HOUSTON,2017-08-27T00:00:00.000Z,False,AE,30.0,-95.5,,231558.65,71900.0,2017-01-01T00:00:00.000Z,77090,5e398d6774cbd479fc89906e
18,HOUSTON,2017-08-27T00:00:00.000Z,False,X,29.8,-95.6,,250000.0,58420.41,2017-01-01T00:00:00.000Z,77042,5e398d6774cbd479fc89906f
19,HOUSTON,2001-06-09T00:00:00.000Z,False,X,29.7,-95.4,,4871.02,2071.27,2001-01-01T00:00:00.000Z,77027,5e398d6774cbd479fc899070
20,HOUSTON,2001-06-09T00:00:00.000Z,False,X,29.6,-95.1,,0.0,0.0,2001-01-01T00:00:00.000Z,77059,5e398d6774cbd479fc899076
21,HOUSTON,2015-05-14T00:00:00.000Z,False,X,29.6,-95.1,,3911.62,0.0,2015-01-01T00:00:00.000Z,77059,5e398d6774cbd479fc899077
22,HOUSTON,2015-05-25T00:00:00.000Z,False,X,29.7,-95.5,,32483.17,10594.58,2015-01-01T00:00:00.000Z,77035,5e398d6774cbd479fc899087
23,HOUSTON,2017-08-26T00:00:00.000Z,False,AE,29.7,-95.5,,139864.8,17904.41,2017-01-01T00:00:00.000Z,77096,5e398d6774cbd479fc89909c
24,HOUSTON,2004-11-23T00:00:00.000Z,False,X,29.8,-95.6,,2408.91,0.0,2004-01-01T00:00:00.000Z,77077,5e398d6774cbd479fc89909d
25,HOUSTON,2003-11-17T00:00:00.000Z,False,X,29.8,-95.6,,3176.73,0.0,2003-01-01T00:00:00.000Z,77077,5e398d6774cbd479fc8990af
26,HOUSTON,2009-04-27T00:00:00.000Z,False,X,29.8,-95.6,,58550.14,4289.94,2009-01-01T00:00:00.000Z,77077,5e398d6774cbd479fc8990b0
27,HOUSTON,2017-08-26T00:00:00.000Z,False,X,29.8,-95.6,,50000.0,14200.0,2017-01-01T00:00:00.000Z,77077,5e398d6774cbd479fc8990b1
28,HOUSTON,2008-09-13T00:00:00.000Z,False,X,29.8,-95.6,,0.0,0.0,2008-01-01T00:00:00.000Z,77041,5e398d6774cbd479fc8990b6
29,HOUSTON,2017-08-29T00:00:00.000Z,False,X,29.8,-95.6,,159466.72,84346.4,2017-01-01T00:00:00.000Z,77041,5e398d6774cbd479fc8990b7
30,HOUSTON,2015-05-26T00:00:00.000Z,False,X,29.7,-95.5,,99268.84,100000.0,2015-01-01T00:00:00.000Z,77096,5e398d6774cbd479fc8990ba
31,HOUSTON,1999-05-12T00:00:00.000Z,False,X,29.8,-95.6,,182.01,0.0,1999-01-01T00:00:00.000Z,77079,5e398d6774cbd479fc8990bf
32,HOUSTON,2015-05-26T00:00:00.000Z,False,X,29.7,-95.5,,191096.26,53543.63,2015-01-01T00:00:00.000Z,77096,5e398d6774cbd479fc8990dd
33,HOUSTON,2017-08-27T00:00:00.000Z,False,X,29.8,-95.5,,183792.45,100000.0,2017-01-01T00:00:00.000Z,77042,5e398d6774cbd479fc8990f8
34,HOUSTON,2008-09-13T00:00:00.000Z,False,X,29.5,-95.1,,121524.32,52966.91,2008-01-01T00:00:00.000Z,77058,5e398d6774cbd479fc899102
35,HOUSTON,2002-10-28T00:00:00.000Z,False,X,29.8,-95.6,,1643.39,0.0,2002-01-01T00:00:00.000Z,77042,5e398d6774cbd479fc899125
36,HOUSTON,2009-04-28T00:00:00.000Z,False,X,29.8,-95.5,,6956.78,359.64,2009-01-01T00:00:00.000Z,77024,5e398d6774cbd479fc899145
37,HOUSTON,2001-06-09T00:00:00.000Z,False,X,29.7,-95.5,,0.0,0.0,2001-01-01T00:00:00.000Z,77096,5e398d6774cbd479fc8991b1
38,HOUSTON,2001-08-31T00:00:00.000Z,False,X,29.7,-95.5,,0.0,0.0,2001-01-01T00:00:00.000Z,77096,5e398d6774cbd479fc8991b2
39,HOUSTON,2017-08-28T00:00:00.000Z,False,X,29.8,-95.6,,14566.29,1579.49,2017-01-01T00:00:00.000Z,77079,5e398d6774cbd479fc89920d
40,HOUSTON,2007-03-14T00:00:00.000Z,False,X,29.8,-95.5,,0.0,0.0,2007-01-01T00:00:00.000Z,77024,5e398d6774cbd479fc899253
41,HOUSTON,1999-03-19T00:00:00.000Z,False,X,29.8,-95.6,,3903.85,0.0,1999-01-01T00:00:00.000Z,77079,5e398d6774cbd479fc8992ec
42,HOUSTON,2009-04-27T00:00:00.000Z,False,X,29.8,-95.6,,9435.57,0.0,2009-01-01T00:00:00.000Z,77043,5e398d6774cbd479fc89938a
43,HOUSTON,2009-04-28T00:00:00.000Z,False,X,29.8,-95.6,,4107.75,0.0,2009-01-01T00:00:00.000Z,77077,5e398d6774cbd479fc899396
44,HOUSTON,2017-08-29T00:00:00.000Z,False,X,29.8,-95.6,,117001.04,32860.01,2017-01-01T00:00:00.000Z,77077,5e398d6774cbd479fc899397
45,HOUSTON,1998-09-11T00:00:00.000Z,True,AE,29.5,-95.1,5.0,0.0,,1998-01-01T00:00:00.000Z,77058,5e398d6874cbd479fc8993cf
46,HOUSTON,2008-09-13T00:00:00.000Z,True,AE,29.5,-95.1,5.0,3674.05,,2008-01-01T00:00:00.000Z,77058,5e398d6874cbd479fc8993d0
47,HOUSTON,2004-05-16T00:00:00.000Z,False,X,29.7,-95.5,,0.0,0.0,2004-01-01T00:00:00.000Z,77063,5e398d6874cbd479fc8993df
48,HOUSTON,2015-05-26T00:00:00.000Z,False,X,29.8,-95.6,,25863.92,0.0,2015-01-01T00:00:00.000Z,77079,5e398d6874cbd479fc899455
49,HOUSTON,2001-06-08T00:00:00.000Z,False,X,29.9,-95.4,,0.0,3697.7,2001-01-01T00:00:00.000Z,77076,5e398d6874cbd479fc899463
50,HOUSTON,2009-04-28T00:00:00.000Z,False,X,29.8,-95.6,,28090.51,329.41,2009-01-01T00:00:00.000Z,77042,5e398d6874cbd479fc899479
51,HOUSTON,2017-08-27T00:00:00.000Z,False,X,29.8,-95.6,,250000.0,100000.0,2017-01-01T00:00:00.000Z,77042,5e398d6874cbd479fc89947a
52,HOUSTON,2008-09-12T00:00:00.000Z,False,X,29.8,-95.5,,0.0,0.0,2008-01-01T00:00:00.000Z,77024,5e398d6874cbd479fc89949f
53,HOUSTON,1998-09-11T00:00:00.000Z,False,X,29.6,-95.1,,114.69,0.0,1998-01-01T00:00:00.000Z,77062,5e398d6874cbd479fc8994c1
54,HOUSTON,2017-08-27T00:00:00.000Z,False,AE,29.7,-95.5,66.0,0.0,0.0,2017-01-01T00:00:00.000Z,77024,5e398d6874cbd479fc8994c2
55,HOUSTON,2017-09-02T00:00:00.000Z,False,AE,29.7,-95.6,80.0,0.0,,2017-01-01T00:00:00.000Z,77082,5e398d6874cbd479fc8994c3
56,HOUSTON,2017-08-27T00:00:00.000Z,False,X,29.7,-95.5,,250000.0,100000.0,2017-01-01T00:00:00.000Z,77063,5e398d6874cbd479fc8994cc
57,HOUSTON,2001-06-08T00:00:00.000Z,False,X,29.7,-95.5,,4256.48,0.0,2001-01-01T00:00:00.000Z,77096,5e398d6874cbd479fc8994ef
58,HOUSTON,2015-05-25T00:00:00.000Z,False,X,29.7,-95.5,,171600.0,80500.0,2015-01-01T00:00:00.000Z,77096,5e398d6874cbd479fc8994f1
59,HOUSTON,2017-08-27T00:00:00.000Z,False,X,29.7,-95.5,,182629.95,82080.33,2017-01-01T00:00:00.000Z,77096,5e398d6874cbd479fc8994f2
60,HOUSTON,2008-09-13T00:00:00.000Z,False,X,30.0,-95.5,,0.0,0.0,2008-01-01T00:00:00.000Z,77069,5e398d6874cbd479fc899505
61,HOUSTON,2015-05-26T00:00:00.000Z,False,AE,29.7,-95.5,62.0,81046.71,,2015-01-01T00:00:00.000Z,77074,5e398d6874cbd479fc899518
62,HOUSTON,2016-04-18T00:00:00.000Z,False,AE,29.7,-95.5,62.0,93532.51,,2016-01-01T00:00:00.000Z,77074,5e398d6874cbd479fc899519
63,HOUSTON,2017-08-27T00:00:00.000Z,False,AE,29.7,-95.5,62.0,76196.19,,2017-01-01T00:00:00.000Z,77074,5e398d6874cbd479fc89951a
64,HOUSTON,2001-06-08T00:00:00.000Z,False,X,29.7,-95.4,,34760.64,3901.34,2001-01-01T00:00:00.000Z,77025,5e398d6874cbd479fc899533
65,HOUSTON,2009-04-28T00:00:00.000Z,False,X,29.8,-95.6,,9653.43,0.0,2009-01-01T00:00:00.000Z,77079,5e398d6874cbd479fc899539
66,HOUSTON,2014-05-28T00:00:00.000Z,False,X,29.8,-95.6,,1854.12,0.0,2014-01-01T00:00:00.000Z,77079,5e398d6874cbd479fc89953a
67,HOUSTON,2015-05-25T00:00:00.000Z,False,X,29.8,-95.6,,31981.25,0.0,2015-01-01T00:00:00.000Z,77079,5e398d6874cbd479fc89953b
68,HOUSTON,1997-06-13T00:00:00.000Z,False,X,29.8,-95.5,,1494.56,0.0,1997-01-01T00:00:00.000Z,77024,5e398d6874cbd479fc899543
69,HOUSTON,2009-04-24T00:00:00.000Z,False,X,29.8,-95.5,,0.0,0.0,2009-01-01T00:00:00.000Z,77024,5e398d6874cbd479fc899544
70,HOUSTON,2015-05-12T00:00:00.000Z,False,X,29.6,-95.1,,20313.45,88.49,2015-01-01T00:00:00.000Z,77062,5e398d6874cbd479fc899555
71,HOUSTON,2017-08-26T00:00:00.000Z,False,X,29.8,-95.6,,250000.0,100000.0,2017-01-01T00:00:00.000Z,77079,5e398d6874cbd479fc899571
72,HOUSTON,2015-05-26T00:00:00.000Z,False,X,29.7,-95.5,,115116.05,14531.96,2015-01-01T00:00:00.000Z,77096,5e398d6874cbd479fc899572
73,HOUSTON,2017-08-26T00:00:00.000Z,False,AE,29.8,-95.5,64.0,250000.0,,2017-01-01T00:00:00.000Z,77024,5e398d6874cbd479fc899573
74,HOUSTON,2007-05-11T00:00:00.000Z,False,X,29.8,-95.5,,9272.14,0.0,2007-01-01T00:00:00.000Z,77080,5e398d6874cbd479fc8995a6
75,HOUSTON,2009-04-28T00:00:00.000Z,False,X,29.8,-95.5,,77895.19,26879.82,2009-01-01T00:00:00.000Z,77080,5e398d6874cbd479fc8995a7
76,HOUSTON,2007-05-10T00:00:00.000Z,False,X,29.7,-95.6,,3278.0,0.0,2007-01-01T00:00:00.000Z,77042,5e398d6874cbd479fc8995a8
77,HOUSTON,2009-04-27T00:00:00.000Z,False,X,29.7,-95.6,,2346.92,0.0,2009-01-01T00:00:00.000Z,77042,5e398d6874cbd479fc8995a9
78,HOUSTON,2017-08-17T00:00:00.000Z,False,AE,29.7,-95.5,68.0,0.0,0.0,2017-01-01T00:00:00.000Z,77063,5e398d6874cbd479fc8995d7
79,HOUSTON,2017-08-26T00:00:00.000Z,False,X,29.8,-95.6,,128431.14,100000.0,2017-01-01T00:00:00.000Z,77079,5e398d6874cbd479fc8995db
80,HOUSTON,2017-08-29T00:00:00.000Z,False,X,29.8,-95.6,,103336.99,70634.09,2017-01-01T00:00:00.000Z,77077,5e398d6874cbd479fc899600
81,HOUSTON,2002-10-28T00:00:00.000Z,False,X,29.8,-95.6,,19133.22,0.0,2002-01-01T00:00:00.000Z,77079,5e398d6874cbd479fc89960a
82,HOUSTON,2003-11-17T00:00:00.000Z,False,X,29.8,-95.6,,3191.22,0.0,2003-01-01T00:00:00.000Z,77079,5e398d6874cbd479fc89960b
83,HOUSTON,2001-06-09T00:00:00.000Z,False,A,29.7,-95.3,,35903.12,,2001-01-01T00:00:00.000Z,77023,5e398d6874cbd479fc899645
84,HOUSTON,2009-04-28T00:00:00.000Z,False,X,29.8,-95.5,,14755.03,4944.71,2009-01-01T00:00:00.000Z,77024,5e398d6874cbd479fc89964f
85,HOUSTON,1997-05-21T00:00:00.000Z,False,X,29.8,-95.5,,21297.09,3038.07,1997-01-01T00:00:00.000Z,77024,5e398d6874cbd479fc899654
86,HOUSTON,2009-04-28T00:00:00.000Z,False,X,29.8,-95.5,,102113.42,15163.13,2009-01-01T00:00:00.000Z,77024,5e398d6874cbd479fc899655
87,HOUSTON,2015-05-25T00:00:00.000Z,False,X,29.8,-95.5,,84904.88,7629.02,2015-01-01T00:00:00.000Z,77024,5e398d6874cbd479fc899656
88,HOUSTON,2017-08-27T00:00:00.000Z,False,X,29.8,-95.6,,130245.6,1695.04,2017-01-01T00:00:00.000Z,77024,5e398d6874cbd479fc89965c
89,HOUSTON,2006-06-20T00:00:00.000Z,False,X,29.7,-95.2,,14967.32,0.0,2006-01-01T00:00:00.000Z,77017,5e398d6874cbd479fc899666
90,HOUSTON,2001-06-09T00:00:00.000Z,False,X,29.7,-95.4,,2590.9,0.0,2001-01-01T00:00:00.000Z,77019,5e398d6874cbd479fc899677
91,HOUSTON,2009-04-27T00:00:00.000Z,False,AE,29.8,-95.5,68.0,21243.46,,2009-01-01T00:00:00.000Z,77063,5e398d6874cbd479fc899691
92,HOUSTON,2001-06-09T00:00:00.000Z,False,X,29.7,-95.5,,2314.62,0.0,2001-01-01T00:00:00.000Z,77056,5e398d6874cbd479fc89969f
93,HOUSTON,2017-08-28T00:00:00.000Z,False,AE,29.8,-95.6,81.0,200322.14,56400.09,2017-01-01T00:00:00.000Z,77079,5e398d6874cbd479fc8996c3
94,HOUSTON,1997-05-21T00:00:00.000Z,False,AE,29.8,-95.5,,14066.42,0.0,1997-01-01T00:00:00.000Z,77024,5e398d6874cbd479fc8996c8
95,HOUSTON,2017-08-27T00:00:00.000Z,False,X,29.8,-95.5,,226370.17,100000.0,2017-01-01T00:00:00.000Z,77024,5e398d6874cbd479fc8996c9
96,HOUSTON,2001-06-09T00:00:00.000Z,False,X,29.6,-95.2,,41277.42,0.0,2001-01-01T00:00:00.000Z,77089,5e398d6874cbd479fc8996e9
97,HOUSTON,2017-08-26T00:00:00.000Z,False,X,29.7,-95.5,,250000.0,0.0,2017-01-01T00:00:00.000Z,77096,5e398d6874cbd479fc899712
98,HOUSTON,2008-09-13T00:00:00.000Z,False,X,29.8,-95.4,,0.0,0.0,2008-01-01T00:00:00.000Z,77018,5e398d6874cbd479fc899722
99,HOUSTON,2009-04-27T00:00:00.000Z,False,X,29.8,-95.6,,0.0,0.0,2009-01-01T00:00:00.000Z,77077,5e398d6874cbd479fc89972b
100,HOUSTON,1999-03-19T00:00:00.000Z,False,X,29.8,-95.6,,5733.49,0.0,1999-01-01T00:00:00.000Z,77079,5e398d6874cbd479fc899748
101,HOUSTON,2002-10-28T00:00:00.000Z,False,X,29.8,-95.6,,3703.03,0.0,2002-01-01T00:00:00.000Z,77079,5e398d6874cbd479fc899749
102,HOUSTON,2009-04-27T00:00:00.000Z,False,X,29.8,-95.6,,3001.97,0.0,2009-01-01T00:00:00.000Z,77079,5e398d6874cbd479fc89974a
103,HOUSTON,2009-04-18T00:00:00.000Z,False,X,29.5,-95.1,,0.0,0.0,2009-01-01T00:00:00.000Z,77058,5e398d6874cbd479fc899776
104,HOUSTON,2017-08-27T00:00:00.000Z,False,X,29.7,-95.5,,74835.19,43813.63,2017-01-01T00:00:00.000Z,77063,5e398d6874cbd479fc899781
105,HOUSTON,2017-08-27T00:00:00.000Z,False,X,29.7,-95.5,,41704.91,0.0,2017-01-01T00:00:00.000Z,77063,5e398d6874cbd479fc899782
106,HOUSTON,2017-08-27T00:00:00.000Z,True,AE,29.7,-95.5,64.0,53136.19,0.0,2017-01-01T00:00:00.000Z,77063,5e398d6874cbd479fc899783
107,HOUSTON,1998-09-15T00:00:00.000Z,False,X,30.0,-95.5,,0.0,0.0,1998-01-01T00:00:00.000Z,77069,5e398d6874cbd479fc89978c
108,HOUSTON,2017-08-29T00:00:00.000Z,False,X,29.8,-95.6,,189602.48,47980.08,2017-01-01T00:00:00.000Z,77079,5e398d6874cbd479fc899791
109,HOUSTON,2015-05-29T00:00:00.000Z,False,X,29.8,-95.5,,9749.38,0.0,2015-01-01T00:00:00.000Z,77024,5e398d6874cbd479fc89979a
110,HOUSTON,2001-06-09T00:00:00.000Z,False,X,29.7,-95.4,,0.0,0.0,2001-01-01T00:00:00.000Z,77025,5e398d6874cbd479fc8997b1
111,HOUSTON,2001-06-09T00:00:00.000Z,False,X,29.7,-95.4,,36531.67,4116.45,2001-01-01T00:00:00.000Z,77025,5e398d6874cbd479fc8997b2
112,HOUSTON,2001-06-09T00:00:00.000Z,False,X,29.5,-95.1,,11910.28,0.0,2001-01-01T00:00:00.000Z,77058,5e398d6874cbd479fc8997b9
113,HOUSTON,2001-10-19T00:00:00.000Z,False,X,29.5,-95.1,,0.0,0.0,2001-01-01T00:00:00.000Z,77058,5e398d6874cbd479fc8997ba
114,HOUSTON,2009-04-28T00:00:00.000Z,False,AE,29.8,-95.6,103.0,0.0,0.0,2009-01-01T00:00:00.000Z,77043,5e398d6874cbd479fc8997bb
115,HOUSTON,2009-04-28T00:00:00.000Z,False,X,29.8,-95.6,,1131.16,0.0,2009-01-01T00:00:00.000Z,77043,5e398d6874cbd479fc8997bc
116,HOUSTON,2001-06-09T00:00:00.000Z,False,AE,29.9,-95.5,,98683.84,20661.33,2001-01-01T00:00:00.000Z,77088,5e398d6874cbd479fc8997d2
117,HOUSTON,2001-06-08T00:00:00.000Z,False,X,29.9,-95.6,,845.09,0.0,2001-01-01T00:00:00.000Z,77040,5e398d6874cbd479fc8997e2
118,HOUSTON,1998-09-11T00:00:00.000Z,False,X,29.8,-95.5,,38841.55,30978.03,1998-01-01T00:00:00.000Z,77057,5e398d6874cbd479fc8997e4
119,HOUSTON,2001-06-10T00:00:00.000Z,False,X,29.8,-95.5,,4690.67,0.0,2001-01-01T00:00:00.000Z,77057,5e398d6874cbd479fc8997e5
120,HOUSTON,2009-04-28T00:00:00.000Z,False,X,29.8,-95.5,,16668.92,1341.74,2009-01-01T00:00:00.000Z,77057,5e398d6874cbd479fc8997e6
121,HOUSTON,2015-05-25T00:00:00.000Z,True,X,29.8,-95.5,,35519.88,7609.93,2015-01-01T00:00:00.000Z,77057,5e398d6874cbd479fc8997e7
122,HOUSTON,2016-04-17T00:00:00.000Z,True,X,29.8,-95.5,,33843.27,0.0,2016-01-01T00:00:00.000Z,77057,5e398d6874cbd479fc8997e8
123,HOUSTON,2017-08-27T00:00:00.000Z,False,X,30.0,-95.6,,107946.0,37941.03,2017-01-01T00:00:00.000Z,77070,5e398d6874cbd479fc8997f8
124,HOUSTON,2017-09-01T00:00:00.000Z,False,X,29.8,-95.6,,13090.84,0.0,2017-01-01T00:00:00.000Z,77077,5e398d6874cbd479fc899814
125,HOUSTON,2012-01-09T00:00:00.000Z,False,AE,29.7,-95.5,,19054.09,,2012-01-01T00:00:00.000Z,77071,5e398d6874cbd479fc89983e
126,HOUSTON,2017-08-27T00:00:00.000Z,False,AE,29.7,-95.5,,35000.0,5000.0,2017-01-01T00:00:00.000Z,77071,5e398d6874cbd479fc89983f
127,HOUSTON,2017-08-26T00:00:00.000Z,False,AE,29.7,-95.5,,107899.19,34700.0,2017-01-01T00:00:00.000Z,77096,5e398d6874cbd479fc899858
128,HOUSTON,2015-05-23T00:00:00.000Z,False,X,29.7,-95.4,,14223.78,0.0,2015-01-01T00:00:00.000Z,77005,5e398d6874cbd479fc89985b
129,HOUSTON,2016-06-02T00:00:00.000Z,False,X,29.7,-95.4,,16531.9,0.0,2016-01-01T00:00:00.000Z,77005,5e398d6874cbd479fc89985c
130,HOUSTON,2015-05-26T00:00:00.000Z,False,X,29.8,-95.6,,12291.93,0.0,2015-01-01T00:00:00.000Z,77079,5e398d6874cbd479fc89985f
131,HOUSTON,2017-08-28T00:00:00.000Z,False,X,29.8,-95.6,,243399.72,65585.21,2017-01-01T00:00:00.000Z,77079,5e398d6874cbd479fc899860
132,HOUSTON,2015-05-25T00:00:00.000Z,False,X,29.7,-95.5,,96449.97,31500.0,2015-01-01T00:00:00.000Z,77096,5e398d6874cbd479fc899875
133,HOUSTON,2017-08-27T00:00:00.000Z,False,X,29.7,-95.5,,157258.03,50000.0,2017-01-01T00:00:00.000Z,77096,5e398d6874cbd479fc899876
134,HOUSTON,2001-06-19T00:00:00.000Z,False,X,29.7,-95.4,,1198.65,0.0,2001-01-01T00:00:00.000Z,77025,5e398d6874cbd479fc89987c
135,HOUSTON,2009-04-28T00:00:00.000Z,False,X,29.8,-95.6,,30411.79,263.26,2009-01-01T00:00:00.000Z,77077,5e398d6874cbd479fc899889
136,HOUSTON,2016-04-18T00:00:00.000Z,False,X,30.0,-95.6,,20076.75,0.0,2016-01-01T00:00:00.000Z,77070,5e398d6874cbd479fc899894
137,HOUSTON,2017-08-26T00:00:00.000Z,False,X,30.0,-95.6,,0.0,0.0,2017-01-01T00:00:00.000Z,77070,5e398d6874cbd479fc899895
138,HOUSTON,2017-08-27T00:00:00.000Z,False,X,30.0,-95.6,,81818.71,43920.46,2017-01-01T00:00:00.000Z,77070,5e398d6874cbd479fc899896
139,HOUSTON,2015-05-25T00:00:00.000Z,False,X,29.7,-95.5,,113017.69,44298.99,2015-01-01T00:00:00.000Z,77096,5e398d6874cbd479fc8998b6
140,HOUSTON,2001-06-09T00:00:00.000Z,False,AE,29.7,-95.5,53.0,23808.56,8963.7,2001-01-01T00:00:00.000Z,77096,5e398d6874cbd479fc8998c8
141,HOUSTON,2001-06-10T00:00:00.000Z,False,X,29.6,-95.2,,765.79,539.2,2001-01-01T00:00:00.000Z,77089,5e398d6874cbd479fc8998d3
142,HOUSTON,2004-07-11T00:00:00.000Z,False,X,29.6,-95.2,,394.19,0.0,2004-01-01T00:00:00.000Z,77089,5e398d6874cbd479fc8998d4
143,HOUSTON,2017-08-26T00:00:00.000Z,False,AE,29.7,-95.5,,250000.0,100000.0,2017-01-01T00:00:00.000Z,77096,5e398d6874cbd479fc8998f0
144,HOUSTON,2001-06-08T00:00:00.000Z,False,AE,29.9,-95.6,105.0,94409.03,20300.0,2001-01-01T00:00:00.000Z,77040,5e398d6874cbd479fc899905
145,HOUSTON,2001-06-09T00:00:00.000Z,False,X,29.8,-95.5,,22124.51,18561.54,2001-01-01T00:00:00.000Z,77056,5e398d6874cbd479fc89992a
146,HOUSTON,2009-04-27T00:00:00.000Z,False,X,29.8,-95.5,,38937.64,34.91,2009-01-01T00:00:00.000Z,77056,5e398d6874cbd479fc89992b
147,HOUSTON,2017-08-27T00:00:00.000Z,False,AE,29.7,-95.4,,110000.0,52500.0,2017-01-01T00:00:00.000Z,77025,5e398d6874cbd479fc89994b
148,HOUSTON,2009-04-28T00:00:00.000Z,False,X,29.8,-95.6,,64005.62,11035.61,2009-01-01T00:00:00.000Z,77043,5e398d6874cbd479fc89995f
149,HOUSTON,2017-08-27T00:00:00.000Z,False,AE,29.7,-95.5,,66000.0,52500.0,2017-01-01T00:00:00.000Z,77096,5e398d6874cbd479fc89996b
150,HOUSTON,2002-03-12T00:00:00.000Z,False,X,29.8,-95.5,,0.0,0.0,2002-01-01T00:00:00.000Z,77024,5e398d6874cbd479fc899975
151,HOUSTON,2002-04-07T00:00:00.000Z,False,X,29.8,-95.5,,18545.86,0.0,2002-01-01T00:00:00.000Z,77024,5e398d6874cbd479fc899976
152,HOUSTON,2015-05-26T00:00:00.000Z,False,X,29.8,-95.6,,23756.12,0.0,2015-01-01T00:00:00.000Z,77042,5e398d6874cbd479fc8999ab
153,HOUSTON,2016-04-18T00:00:00.000Z,False,X,29.8,-95.6,,1400.65,0.0,2016-01-01T00:00:00.000Z,77042,5e398d6874cbd479fc8999ac
154,HOUSTON,2017-08-27T00:00:00.000Z,False,X,29.8,-95.6,,250000.0,92252.77,2017-01-01T00:00:00.000Z,77042,5e398d6874cbd479fc8999ad
155,HOUSTON,1998-09-10T00:00:00.000Z,False,X,30.0,-95.6,,0.0,0.0,1998-01-01T00:00:00.000Z,77070,5e398d6874cbd479fc8999b3
156,HOUSTON,1998-09-11T00:00:00.000Z,False,X,30.0,-95.6,,3516.21,0.0,1998-01-01T00:00:00.000Z,77070,5e398d6874cbd479fc8999b4
157,HOUSTON,2015-05-25T00:00:00.000Z,False,X,29.7,-95.6,,0.0,0.0,2015-01-01T00:00:00.000Z,77042,5e398d6874cbd479fc8999eb
158,HOUSTON,2017-08-27T00:00:00.000Z,False,X,29.8,-95.5,,2891.76,0.0,2017-01-01T00:00:00.000Z,77024,5e398d6874cbd479fc8999f0
159,HOUSTON,2017-08-25T00:00:00.000Z,False,X,30.0,-95.6,,125703.31,73737.47,2017-01-01T00:00:00.000Z,77070,5e398d6874cbd479fc899a01
160,HOUSTON,2008-09-13T00:00:00.000Z,False,X,29.7,-95.4,,0.0,0.0,2008-01-01T00:00:00.000Z,77027,5e398d6874cbd479fc899a16
161,HOUSTON,2003-11-17T00:00:00.000Z,False,X,29.8,-95.6,,1979.48,0.0,2003-01-01T00:00:00.000Z,77079,5e398d6874cbd479fc899a19
