,reportedCity,dateOfLoss,elevatedBuildingIndicator,floodZone,latitude,longitude,lowestFloodElevation,amountPaidOnBuildingClaim,amountPaidOnContentsClaim,yearofLoss,reportedZipcode,id
2416,HOUSTON,2012-01-09T00:00:00.000Z,False,AE,29.7,-95.5,55.0,702.55,0.0,2012-01-01T00:00:00.000Z,77096,5e398d7074cbd479fc8a33dd
2417,HOUSTON,2017-08-27T00:00:00.000Z,False,AE,29.7,-95.5,,60164.78,1391.51,2017-01-01T00:00:00.000Z,77096,5e398d7074cbd479fc8a33de
2418,HOUSTON,2016-04-17T00:00:00.000Z,False,X,29.9,-95.6,,9373.6,0.0,2016-01-01T00:00:00.000Z,77065,5e398d7074cbd479fc8a33df
2419,HOUSTON,2016-04-01T00:00:00.000Z,False,X,29.8,-95.5,,6518.62,0.0,2016-01-01T00:00:00.000Z,77024,5e398d7074cbd479fc8a33e1
2420,HOUSTON,2017-08-27T00:00:00.000Z,False,AE,29.7,-95.5,,250000.0,23200.0,2017-01-01T00:00:00.000Z,77096,5e398d7074cbd479fc8a33e8
2421,HOUSTON,2015-05-26T00:00:00.000Z,False,AE,29.7,-95.5,,59802.93,22182.13,2015-01-01T00:00:00.000Z,77071,5e398d7074cbd479fc8a33f7
2422,HOUSTON,2016-04-18T00:00:00.000Z,False,AE,29.7,-95.5,,73911.28,10598.02,2016-01-01T00:00:00.000Z,77071,5e398d7074cbd479fc8a33f8
2423,HOUSTON,2017-08-26T00:00:00.000Z,False,AE,29.7,-95.5,,82592.64,11640.25,2017-01-01T00:00:00.000Z,77071,5e398d7074cbd479fc8a33f9
2424,HOUSTON,2001-06-08T00:00:00.000Z,False,X,29.7,-95.5,,0.0,0.0,2001-01-01T00:00:00.000Z,77057,5e398d7074cbd479fc8a33fe
2425,HOUSTON,2015-05-25T00:00:00.000Z,False,X,29.8,-95.4,,3500.0,0.0,2015-01-01T00:00:00.000Z,77018,5e398d7074cbd479fc8a340a
2426,HOUSTON,2017-08-27T00:00:00.000Z,False,X,29.8,-95.4,,4851.69,0.0,2017-01-01T00:00:00.000Z,77018,5e398d7074cbd479fc8a340b
2427,HOUSTON,2017-08-26T00:00:00.000Z,False,X,29.8,-95.7,,0.0,0.0,2017-01-01T00:00:00.000Z,77094,5e398d7074cbd479fc8a3427
2428,HOUSTON,2017-08-27T00:00:00.000Z,False,X,29.7,-95.5,,131132.45,21162.0,2017-01-01T00:00:00.000Z,77024,5e398d7074cbd479fc8a3434
2429,HOUSTON,2017-08-26T00:00:00.000Z,True,AE,29.7,-95.4,60.0,0.0,0.0,2017-01-01T00:00:00.000Z,77025,5e398d7074cbd479fc8a343b
2430,HOUSTON,1992-03-04T00:00:00.000Z,False,X,29.8,-95.5,,10894.54,13655.15,1992-01-01T00:00:00.000Z,77024,5e398d7074cbd479fc8a344a
2431,HOUSTON,1997-05-21T00:00:00.000Z,False,X,29.8,-95.5,,10417.93,6089.45,1997-01-01T00:00:00.000Z,77024,5e398d7074cbd479fc8a344b
2432,HOUSTON,2002-10-28T00:00:00.000Z,False,X,29.8,-95.5,,20522.68,3713.74,2002-01-01T00:00:00.000Z,77024,5e398d7074cbd479fc8a344c
2433,HOUSTON,1999-05-12T00:00:00.000Z,False,X,29.8,-95.6,,3024.85,0.0,1999-01-01T00:00:00.000Z,77079,5e398d7074cbd479fc8a3453
2434,HOUSTON,2009-04-28T00:00:00.000Z,False,X,29.8,-95.6,,2935.69,0.0,2009-01-01T00:00:00.000Z,77079,5e398d7074cbd479fc8a3454
2435,HOUSTON,2017-08-28T00:00:00.000Z,False,X,29.8,-95.6,,140473.02,15000.0,2017-01-01T00:00:00.000Z,77079,5e398d7074cbd479fc8a3455
2436,HOUSTON,2001-06-09T00:00:00.000Z,False,AE,29.9,-95.5,75.0,45837.55,6701.38,2001-01-01T00:00:00.000Z,77091,5e398d7074cbd479fc8a34b3
2437,HOUSTON,2017-08-26T00:00:00.000Z,False,AE,29.9,-95.5,,100424.21,95538.49,2017-01-01T00:00:00.000Z,77091,5e398d7074cbd479fc8a34b4
2438,HOUSTON,2017-08-26T00:00:00.000Z,False,X,29.8,-95.6,,50000.0,20000.0,2017-01-01T00:00:00.000Z,77084,5e398d7074cbd479fc8a34ce
2439,HOUSTON,1993-10-20T00:00:00.000Z,False,X,29.6,-95.1,,0.0,0.0,1993-01-01T00:00:00.000Z,77062,5e398d7074cbd479fc8a34d1
2440,HOUSTON,2001-06-09T00:00:00.000Z,False,X,29.7,-95.4,,0.0,0.0,2001-01-01T00:00:00.000Z,77027,5e398d7074cbd479fc8a34d6
2441,HOUSTON,2009-04-28T00:00:00.000Z,False,X,29.8,-95.6,,10669.67,0.0,2009-01-01T00:00:00.000Z,77042,5e398d7074cbd479fc8a3519
2442,HOUSTON,2017-08-27T00:00:00.000Z,False,X,29.7,-95.5,,60685.89,0.0,2017-01-01T00:00:00.000Z,77096,5e398d7074cbd479fc8a3524
2443,HOUSTON,2015-05-26T00:00:00.000Z,False,AE,29.7,-95.5,,191655.98,21000.0,2015-01-01T00:00:00.000Z,77096,5e398d7074cbd479fc8a352a
2444,HOUSTON,2017-08-27T00:00:00.000Z,True,AE,29.7,-95.5,55.0,6281.39,4321.22,2017-01-01T00:00:00.000Z,77096,5e398d7074cbd479fc8a352b
2445,HOUSTON,2008-09-13T00:00:00.000Z,False,X,29.8,-95.4,,0.0,0.0,2008-01-01T00:00:00.000Z,77007,5e398d7074cbd479fc8a3531
2446,HOUSTON,2016-04-19T00:00:00.000Z,False,AE,29.7,-95.5,,0.0,,2016-01-01T00:00:00.000Z,77074,5e398d7074cbd479fc8a355a
2447,HOUSTON,2017-08-27T00:00:00.000Z,False,AE,29.7,-95.5,,250000.0,,2017-01-01T00:00:00.000Z,77096,5e398d7074cbd479fc8a3564
2448,HOUSTON,2017-08-28T00:00:00.000Z,True,AE,29.8,-95.4,68.0,1415.68,,2017-01-01T00:00:00.000Z,77008,5e398d7074cbd479fc8a3566
2449,HOUSTON,1994-10-18T00:00:00.000Z,False,AE,30.0,-95.6,,2096.35,561.8,1994-01-01T00:00:00.000Z,77070,5e398d7074cbd479fc8a356e
2450,HOUSTON,2001-06-08T00:00:00.000Z,False,AE,29.7,-95.4,59.0,80881.38,45039.47,2001-01-01T00:00:00.000Z,77025,5e398d7074cbd479fc8a3571
2451,HOUSTON,2017-08-26T00:00:00.000Z,False,AE,29.7,-95.4,50.0,0.0,0.0,2017-01-01T00:00:00.000Z,77025,5e398d7074cbd479fc8a3572
2452,HOUSTON,2017-08-27T00:00:00.000Z,False,X,29.7,-95.5,,116851.26,28707.92,2017-01-01T00:00:00.000Z,77096,5e398d7074cbd479fc8a3581
2453,HOUSTON,2015-05-25T00:00:00.000Z,False,AE,29.7,-95.5,,250000.0,,2015-01-01T00:00:00.000Z,77096,5e398d7074cbd479fc8a3582
2454,HOUSTON,2016-04-18T00:00:00.000Z,False,AE,29.7,-95.5,,0.0,0.0,2016-01-01T00:00:00.000Z,77096,5e398d7074cbd479fc8a3583
2455,HOUSTON,2017-08-27T00:00:00.000Z,False,AE,29.7,-95.5,,250000.0,96452.94,2017-01-01T00:00:00.000Z,77096,5e398d7074cbd479fc8a3584
2456,HOUSTON,2017-08-27T00:00:00.000Z,False,X,29.7,-95.5,,14500.62,0.0,2017-01-01T00:00:00.000Z,77096,5e398d7074cbd479fc8a3596
2457,HOUSTON,2000-04-02T00:00:00.000Z,False,X,29.8,-95.6,,349.49,0.0,2000-01-01T00:00:00.000Z,77084,5e398d7074cbd479fc8a35a1
2458,HOUSTON,1994-10-15T00:00:00.000Z,False,AE,29.7,-95.5,,0.0,0.0,1994-01-01T00:00:00.000Z,77063,5e398d7074cbd479fc8a35b1
2459,HOUSTON,2008-09-12T00:00:00.000Z,False,AE,29.7,-95.5,67.0,0.0,0.0,2008-01-01T00:00:00.000Z,77063,5e398d7074cbd479fc8a35b2
2460,HOUSTON,2015-05-13T00:00:00.000Z,False,X,29.7,-95.5,,14828.31,0.0,2015-01-01T00:00:00.000Z,77024,5e398d7074cbd479fc8a35f9
2461,HOUSTON,2017-08-27T00:00:00.000Z,False,AE,29.7,-95.4,,250000.0,40000.0,2017-01-01T00:00:00.000Z,77025,5e398d7074cbd479fc8a3607
2462,HOUSTON,2010-05-07T00:00:00.000Z,False,X,29.8,-95.6,,0.0,0.0,2010-01-01T00:00:00.000Z,77079,5e398d7074cbd479fc8a360c
2463,HOUSTON,2016-04-18T00:00:00.000Z,False,X,29.8,-95.6,,13672.55,0.0,2016-01-01T00:00:00.000Z,77079,5e398d7074cbd479fc8a360d
2464,HOUSTON,2017-08-28T00:00:00.000Z,False,X,29.8,-95.6,,250000.0,100000.0,2017-01-01T00:00:00.000Z,77079,5e398d7074cbd479fc8a360e
2465,HOUSTON,2017-08-29T00:00:00.000Z,False,X,29.8,-95.6,,0.0,0.0,2017-01-01T00:00:00.000Z,77079,5e398d7074cbd479fc8a360f
2466,HOUSTON,2001-06-18T00:00:00.000Z,False,X,29.6,-95.1,,1674.59,0.0,2001-01-01T00:00:00.000Z,77062,5e398d7074cbd479fc8a3610
2467,HOUSTON,1992-03-04T00:00:00.000Z,False,X,29.7,-95.5,,30000.0,8000.0,1992-01-01T00:00:00.000Z,77074,5e398d7074cbd479fc8a3612
2468,HOUSTON,1985-09-29T00:00:00.000Z,False,C,29.8,-95.5,,0.0,0.0,1985-01-01T00:00:00.000Z,77024,5e398d7074cbd479fc8a3626
2469,HOUSTON,1985-11-17T00:00:00.000Z,False,C,29.8,-95.5,,0.0,0.0,1985-01-01T00:00:00.000Z,77024,5e398d7074cbd479fc8a3627
2470,HOUSTON,2017-08-26T00:00:00.000Z,False,AE,29.7,-95.5,,0.0,0.0,2017-01-01T00:00:00.000Z,77035,5e398d7074cbd479fc8a3631
2471,HOUSTON,2017-08-27T00:00:00.000Z,False,AE,29.7,-95.5,,170541.21,37100.0,2017-01-01T00:00:00.000Z,77035,5e398d7074cbd479fc8a3632
2472,HOUSTON,2009-04-28T00:00:00.000Z,False,X,29.7,-95.5,,60434.05,129.37,2009-01-01T00:00:00.000Z,77063,5e398d7074cbd479fc8a3674
2473,HOUSTON,2017-08-28T00:00:00.000Z,False,X,29.8,-95.6,,50000.0,20000.0,2017-01-01T00:00:00.000Z,77084,5e398d7074cbd479fc8a3682
2474,HOUSTON,2017-08-26T00:00:00.000Z,False,AE,29.7,-95.4,,25935.85,12247.75,2017-01-01T00:00:00.000Z,77025,5e398d7074cbd479fc8a3696
2475,HOUSTON,2008-09-13T00:00:00.000Z,False,X,29.6,-95.1,,0.0,0.0,2008-01-01T00:00:00.000Z,77058,5e398d7074cbd479fc8a3698
2476,HOUSTON,2015-05-26T00:00:00.000Z,False,X,29.7,-95.5,,46197.7,11000.0,2015-01-01T00:00:00.000Z,77074,5e398d7074cbd479fc8a36b6
2477,HOUSTON,2017-08-27T00:00:00.000Z,False,X,29.7,-95.5,,80984.46,12200.0,2017-01-01T00:00:00.000Z,77074,5e398d7074cbd479fc8a36b7
2478,HOUSTON,2017-08-27T00:00:00.000Z,False,AE,29.8,-95.4,37.0,,25225.38,2017-01-01T00:00:00.000Z,77009,5e398d7074cbd479fc8a36ba
2479,HOUSTON,2001-06-08T00:00:00.000Z,False,X,29.8,-95.4,,0.0,0.0,2001-01-01T00:00:00.000Z,77008,5e398d7074cbd479fc8a36ca
2480,HOUSTON,2017-08-27T00:00:00.000Z,False,X,29.7,-95.5,,11472.43,322.78,2017-01-01T00:00:00.000Z,77096,5e398d7074cbd479fc8a36d2
2481,HOUSTON,2017-08-26T00:00:00.000Z,False,AE,30.0,-95.5,108.0,221137.47,100000.0,2017-01-01T00:00:00.000Z,77068,5e398d7074cbd479fc8a36ed
2482,HOUSTON,2009-04-28T00:00:00.000Z,False,X,29.8,-95.5,,60445.35,2258.69,2009-01-01T00:00:00.000Z,77024,5e398d7074cbd479fc8a36ee
2483,HOUSTON,2015-05-29T00:00:00.000Z,False,X,29.8,-95.5,,58665.57,0.0,2015-01-01T00:00:00.000Z,77024,5e398d7074cbd479fc8a36ef
2484,HOUSTON,2015-05-26T00:00:00.000Z,False,X,29.7,-95.4,,60525.29,9061.2,2015-01-01T00:00:00.000Z,77025,5e398d7074cbd479fc8a36f4
2485,HOUSTON,2017-08-26T00:00:00.000Z,False,X,29.7,-95.4,,71394.8,46964.25,2017-01-01T00:00:00.000Z,77025,5e398d7074cbd479fc8a36f5
2486,HOUSTON,2001-06-09T00:00:00.000Z,False,AE,29.6,-95.4,53.0,25420.26,,2001-01-01T00:00:00.000Z,77045,5e398d7074cbd479fc8a36fe
2487,HOUSTON,2017-08-27T00:00:00.000Z,True,AE,29.7,-95.4,51.0,16620.52,0.0,2017-01-01T00:00:00.000Z,77025,5e398d7074cbd479fc8a3706
2488,HOUSTON,2013-04-02T00:00:00.000Z,False,X,29.8,-95.5,,0.0,0.0,2013-01-01T00:00:00.000Z,77024,5e398d7074cbd479fc8a3713
2489,HOUSTON,2009-04-27T00:00:00.000Z,False,X,29.8,-95.6,,70290.79,2749.56,2009-01-01T00:00:00.000Z,77079,5e398d7074cbd479fc8a371b
2490,HOUSTON,2017-08-27T00:00:00.000Z,False,AE,29.8,-95.6,,250000.0,100000.0,2017-01-01T00:00:00.000Z,77079,5e398d7074cbd479fc8a371c
2491,HOUSTON,2008-09-14T00:00:00.000Z,False,X,29.8,-95.4,,5961.71,0.0,2008-01-01T00:00:00.000Z,77018,5e398d7074cbd479fc8a3722
2492,HOUSTON,2015-05-25T00:00:00.000Z,False,X,29.8,-95.4,,9845.85,0.0,2015-01-01T00:00:00.000Z,77018,5e398d7074cbd479fc8a3723
2493,HOUSTON,2017-08-27T00:00:00.000Z,False,X,29.8,-95.4,,33630.53,0.0,2017-01-01T00:00:00.000Z,77018,5e398d7074cbd479fc8a3724
2494,HOUSTON,2017-08-29T00:00:00.000Z,False,X,29.8,-95.6,,76124.54,24062.93,2017-01-01T00:00:00.000Z,77079,5e398d7074cbd479fc8a3730
2495,HOUSTON,2008-09-13T00:00:00.000Z,False,X,29.9,-95.6,,0.0,0.0,2008-01-01T00:00:00.000Z,77065,5e398d7074cbd479fc8a3743
2496,HOUSTON,2015-05-26T00:00:00.000Z,False,X,29.8,-95.6,,1165.14,606.54,2015-01-01T00:00:00.000Z,77042,5e398d7074cbd479fc8a3752
2497,HOUSTON,2001-06-08T00:00:00.000Z,False,X,29.8,-95.5,,2933.98,0.0,2001-01-01T00:00:00.000Z,77056,5e398d7074cbd479fc8a375f
2498,HOUSTON,2015-05-25T00:00:00.000Z,False,X,29.8,-95.5,,0.0,0.0,2015-01-01T00:00:00.000Z,77056,5e398d7074cbd479fc8a3760
2499,HOUSTON,2002-07-14T00:00:00.000Z,False,X,29.7,-95.5,,9714.34,0.0,2002-01-01T00:00:00.000Z,77096,5e398d7074cbd479fc8a3776
2500,HOUSTON,2001-06-09T00:00:00.000Z,False,X,29.9,-95.6,,2783.45,0.0,2001-01-01T00:00:00.000Z,77040,5e398d7074cbd479fc8a377a
2501,HOUSTON,2002-10-28T00:00:00.000Z,False,X,29.9,-95.6,,11414.74,0.0,2002-01-01T00:00:00.000Z,77040,5e398d7074cbd479fc8a377b
2502,HOUSTON,2017-08-27T00:00:00.000Z,False,AE,29.7,-95.4,,250000.0,52500.0,2017-01-01T00:00:00.000Z,77025,5e398d7074cbd479fc8a3788
2503,HOUSTON,2001-06-10T00:00:00.000Z,False,AE,29.7,-95.4,50.0,23088.96,0.0,2001-01-01T00:00:00.000Z,77025,5e398d7074cbd479fc8a37ac
2504,HOUSTON,2017-08-28T00:00:00.000Z,False,X,29.8,-95.6,,20000.0,8000.0,2017-01-01T00:00:00.000Z,77079,5e398d7074cbd479fc8a37cb
2505,HOUSTON,2005-12-14T00:00:00.000Z,False,X,29.7,-95.6,,0.0,0.0,2005-01-01T00:00:00.000Z,77042,5e398d7074cbd479fc8a37d2
2506,HOUSTON,1998-10-04T00:00:00.000Z,False,X,29.6,-95.2,,1259.3,0.0,1998-01-01T00:00:00.000Z,77089,5e398d7074cbd479fc8a37d4
2507,HOUSTON,2001-06-05T00:00:00.000Z,False,X,29.6,-95.2,,40592.4,10791.6,2001-01-01T00:00:00.000Z,77089,5e398d7074cbd479fc8a37d5
2508,HOUSTON,2017-08-30T00:00:00.000Z,False,X,29.8,-95.4,,1165.37,0.0,2017-01-01T00:00:00.000Z,77008,5e398d7074cbd479fc8a37e9
2509,HOUSTON,2019-09-19T00:00:00.000Z,False,X,29.8,-95.4,,0.0,0.0,2019-01-01T00:00:00.000Z,77008,5e398d7074cbd479fc8a37ea
2510,HOUSTON,2017-08-29T00:00:00.000Z,False,X,29.8,-95.7,,78872.69,40000.0,2017-01-01T00:00:00.000Z,77084,5e398d7074cbd479fc8a37f3
2511,HOUSTON,2017-08-27T00:00:00.000Z,False,X,29.8,-95.6,,250000.0,100000.0,2017-01-01T00:00:00.000Z,77079,5e398d7074cbd479fc8a37fe
2512,HOUSTON,2001-06-08T00:00:00.000Z,False,AE,29.7,-95.4,,76236.79,25000.0,2001-01-01T00:00:00.000Z,77025,5e398d7074cbd479fc8a3803
2513,HOUSTON,2015-05-26T00:00:00.000Z,False,AE,29.7,-95.4,,85472.26,20111.15,2015-01-01T00:00:00.000Z,77025,5e398d7074cbd479fc8a3804
2514,HOUSTON,2016-04-18T00:00:00.000Z,False,AE,29.7,-95.4,,4700.99,0.0,2016-01-01T00:00:00.000Z,77025,5e398d7074cbd479fc8a3805
2515,HOUSTON,2016-04-19T00:00:00.000Z,False,AE,29.7,-95.4,,0.0,0.0,2016-01-01T00:00:00.000Z,77025,5e398d7074cbd479fc8a3806
2516,HOUSTON,2017-08-26T00:00:00.000Z,False,AE,29.7,-95.4,,164969.54,45522.44,2017-01-01T00:00:00.000Z,77025,5e398d7074cbd479fc8a3807
2517,HOUSTON,1998-09-11T00:00:00.000Z,False,X,29.7,-95.5,,7920.07,0.0,1998-01-01T00:00:00.000Z,77056,5e398d7074cbd479fc8a3844
2518,HOUSTON,2001-06-09T00:00:00.000Z,False,AE,29.8,-95.4,,43472.84,14384.38,2001-01-01T00:00:00.000Z,77008,5e398d7074cbd479fc8a3857
2519,HOUSTON,2017-08-27T00:00:00.000Z,False,AE,29.8,-95.4,,92570.69,21152.59,2017-01-01T00:00:00.000Z,77008,5e398d7074cbd479fc8a3858
2520,HOUSTON,1997-04-05T00:00:00.000Z,False,AE,29.7,-95.6,,0.0,,1997-01-01T00:00:00.000Z,77082,5e398d7074cbd479fc8a3864
2521,HOUSTON,2001-06-08T00:00:00.000Z,False,X,30.0,-95.4,,0.0,0.0,2001-01-01T00:00:00.000Z,77073,5e398d7074cbd479fc8a386c
2522,HOUSTON,2017-08-27T00:00:00.000Z,False,X,29.7,-95.4,,0.0,0.0,2017-01-01T00:00:00.000Z,77005,5e398d7074cbd479fc8a386d
2523,HOUSTON,2001-10-10T00:00:00.000Z,False,X,29.7,-95.5,,3241.97,0.0,2001-01-01T00:00:00.000Z,77096,5e398d7074cbd479fc8a38a2
2524,HOUSTON,2008-09-13T00:00:00.000Z,False,X,29.7,-95.4,,0.0,0.0,2008-01-01T00:00:00.000Z,77025,5e398d7074cbd479fc8a38b8
2525,HOUSTON,1989-07-22T00:00:00.000Z,False,X,29.8,-95.4,,0.0,0.0,1989-01-01T00:00:00.000Z,77019,5e398d7074cbd479fc8a38ca
2526,HOUSTON,2017-08-27T00:00:00.000Z,False,X,30.0,-95.5,,131432.95,46953.44,2017-01-01T00:00:00.000Z,77090,5e398d7074cbd479fc8a38d9
2527,HOUSTON,2013-11-07T00:00:00.000Z,False,X,29.6,-95.1,,8919.53,0.0,2013-01-01T00:00:00.000Z,77059,5e398d7074cbd479fc8a38e5
2528,HOUSTON,2015-04-17T00:00:00.000Z,False,X,29.7,-95.5,,0.0,0.0,2015-01-01T00:00:00.000Z,77096,5e398d7074cbd479fc8a38ee
2529,HOUSTON,2017-08-29T00:00:00.000Z,False,X,29.9,-95.6,,48397.86,30690.66,2017-01-01T00:00:00.000Z,77084,5e398d7074cbd479fc8a38f3
2530,HOUSTON,2015-05-25T00:00:00.000Z,False,X,29.7,-95.5,,0.0,,2015-01-01T00:00:00.000Z,77096,5e398d7074cbd479fc8a393e
2531,HOUSTON,2015-05-30T00:00:00.000Z,False,X,29.7,-95.5,,0.0,,2015-01-01T00:00:00.000Z,77096,5e398d7074cbd479fc8a393f
2532,HOUSTON,2005-12-14T00:00:00.000Z,False,X,29.8,-95.6,,0.0,0.0,2005-01-01T00:00:00.000Z,77077,5e398d7074cbd479fc8a3945
2533,HOUSTON,2002-07-14T00:00:00.000Z,False,X,29.8,-95.4,,8826.92,0.0,2002-01-01T00:00:00.000Z,77019,5e398d7074cbd479fc8a394f
2534,HOUSTON,2017-08-28T00:00:00.000Z,False,X,29.8,-95.6,,62164.16,0.0,2017-01-01T00:00:00.000Z,77079,5e398d7074cbd479fc8a3950
2535,HOUSTON,2001-06-08T00:00:00.000Z,False,AE,29.7,-95.5,69.0,0.0,,2001-01-01T00:00:00.000Z,77063,5e398d7074cbd479fc8a3977
2536,HOUSTON,2017-08-29T00:00:00.000Z,False,AE,29.8,-95.6,76.0,,0.0,2017-01-01T00:00:00.000Z,77042,5e398d7074cbd479fc8a3982
2537,HOUSTON,1989-08-01T00:00:00.000Z,False,X,29.6,-95.1,,0.0,0.0,1989-01-01T00:00:00.000Z,77062,5e398d7074cbd479fc8a3988
2538,HOUSTON,2008-09-13T00:00:00.000Z,False,X,29.6,-95.2,,0.0,0.0,2008-01-01T00:00:00.000Z,77089,5e398d7074cbd479fc8a39ae
2539,HOUSTON,2012-01-09T00:00:00.000Z,False,X,29.7,-95.5,,3250.7,0.0,2012-01-01T00:00:00.000Z,77042,5e398d7074cbd479fc8a39b2
2540,HOUSTON,2015-05-26T00:00:00.000Z,False,AE,29.7,-95.5,,108567.06,19941.8,2015-01-01T00:00:00.000Z,77096,5e398d7074cbd479fc8a39ec
2541,HOUSTON,2017-08-27T00:00:00.000Z,False,AE,29.7,-95.5,,239623.11,63042.41,2017-01-01T00:00:00.000Z,77096,5e398d7074cbd479fc8a39ed
2542,HOUSTON,2017-08-26T00:00:00.000Z,False,X,29.6,-95.2,,85216.79,0.0,2017-01-01T00:00:00.000Z,77034,5e398d7074cbd479fc8a39fb
2543,HOUSTON,2017-08-26T00:00:00.000Z,False,X,29.6,-95.2,,70468.89,0.0,2017-01-01T00:00:00.000Z,77034,5e398d7074cbd479fc8a39fc
2544,HOUSTON,2013-04-27T00:00:00.000Z,False,AE,29.7,-95.5,59.0,31242.58,1839.65,2013-01-01T00:00:00.000Z,77035,5e398d7074cbd479fc8a3a09
2545,HOUSTON,2015-05-25T00:00:00.000Z,False,AE,29.7,-95.5,,35033.78,5813.22,2015-01-01T00:00:00.000Z,77035,5e398d7074cbd479fc8a3a0a
2546,HOUSTON,2017-08-27T00:00:00.000Z,False,AE,29.7,-95.5,,111777.77,52500.0,2017-01-01T00:00:00.000Z,77035,5e398d7074cbd479fc8a3a0b
2547,HOUSTON,2017-08-29T00:00:00.000Z,False,X,29.8,-95.6,,250000.0,23525.23,2017-01-01T00:00:00.000Z,77041,5e398d7074cbd479fc8a3a16
2548,HOUSTON,2009-04-27T00:00:00.000Z,False,X,29.7,-95.6,,0.0,0.0,2009-01-01T00:00:00.000Z,77077,5e398d7074cbd479fc8a3a17
2549,HOUSTON,2017-08-27T00:00:00.000Z,True,AE,29.7,-95.4,50.0,8008.85,0.0,2017-01-01T00:00:00.000Z,77025,5e398d7074cbd479fc8a3a1f
2550,HOUSTON,2008-09-13T00:00:00.000Z,False,AE,29.5,-95.1,,137868.32,89900.0,2008-01-01T00:00:00.000Z,77058,5e398d7074cbd479fc8a3a23
2551,HOUSTON,1992-03-04T00:00:00.000Z,False,X,29.8,-95.6,,43906.65,12000.0,1992-01-01T00:00:00.000Z,77079,5e398d7074cbd479fc8a3a41
2552,HOUSTON,1999-03-19T00:00:00.000Z,False,X,29.8,-95.6,,44727.66,11758.26,1999-01-01T00:00:00.000Z,77079,5e398d7074cbd479fc8a3a42
2553,HOUSTON,2001-06-08T00:00:00.000Z,False,AE,29.7,-95.4,51.0,0.0,0.0,2001-01-01T00:00:00.000Z,77025,5e398d7074cbd479fc8a3a4e
2554,HOUSTON,2017-08-26T00:00:00.000Z,True,AE,29.7,-95.4,50.0,14764.47,0.0,2017-01-01T00:00:00.000Z,77025,5e398d7074cbd479fc8a3a4f
2555,HOUSTON,2017-08-26T00:00:00.000Z,False,X,29.8,-95.6,,250000.0,100000.0,2017-01-01T00:00:00.000Z,77079,5e398d7074cbd479fc8a3a5e
2556,HOUSTON,2017-08-26T00:00:00.000Z,True,AE,29.7,-95.4,50.0,2749.37,0.0,2017-01-01T00:00:00.000Z,77025,5e398d7074cbd479fc8a3a6a
2557,HOUSTON,2008-09-12T00:00:00.000Z,False,X,29.6,-95.1,,0.0,0.0,2008-01-01T00:00:00.000Z,77059,5e398d7074cbd479fc8a3a70
2558,HOUSTON,2001-06-11T00:00:00.000Z,False,AE,29.8,-95.4,56.0,177.68,0.0,2001-01-01T00:00:00.000Z,77008,5e398d7074cbd479fc8a3a76
2559,HOUSTON,2001-06-09T00:00:00.000Z,False,AE,29.7,-95.5,52.0,40588.55,18542.22,2001-01-01T00:00:00.000Z,77096,5e398d7074cbd479fc8a3a89
2560,HOUSTON,2017-08-26T00:00:00.000Z,True,AE,29.7,-95.5,55.0,51749.84,,2017-01-01T00:00:00.000Z,77096,5e398d7074cbd479fc8a3a8a
2561,HOUSTON,2016-04-18T00:00:00.000Z,False,X,29.9,-95.6,,113427.41,5981.87,2016-01-01T00:00:00.000Z,77095,5e398d7074cbd479fc8a3a9d
2562,HOUSTON,1998-09-11T00:00:00.000Z,False,AE,29.9,-95.6,,6315.99,8800.63,1998-01-01T00:00:00.000Z,77040,5e398d7074cbd479fc8a3aa8
2563,HOUSTON,2001-06-09T00:00:00.000Z,False,AE,29.9,-95.6,110.0,53858.97,35300.0,2001-01-01T00:00:00.000Z,77040,5e398d7074cbd479fc8a3aa9
2564,HOUSTON,2017-08-27T00:00:00.000Z,False,X,30.0,-95.6,,92495.16,37681.97,2017-01-01T00:00:00.000Z,77070,5e398d7074cbd479fc8a3ada
2565,HOUSTON,2017-05-27T00:00:00.000Z,False,X,29.8,-95.5,,12162.33,0.0,2017-01-01T00:00:00.000Z,77024,5e398d7074cbd479fc8a3ade
2566,HOUSTON,2017-08-27T00:00:00.000Z,False,X,29.8,-95.5,,206399.41,0.0,2017-01-01T00:00:00.000Z,77024,5e398d7074cbd479fc8a3adf
2567,HOUSTON,2015-05-25T00:00:00.000Z,False,X,29.8,-95.5,,124232.81,68513.47,2015-01-01T00:00:00.000Z,77024,5e398d7074cbd479fc8a3b04
2568,HOUSTON,2017-08-27T00:00:00.000Z,False,X,29.7,-95.4,,2880.77,0.0,2017-01-01T00:00:00.000Z,77030,5e398d7074cbd479fc8a3b14
2569,HOUSTON,2017-08-26T00:00:00.000Z,False,X,29.8,-95.6,,200000.0,80000.0,2017-01-01T00:00:00.000Z,77084,5e398d7074cbd479fc8a3b36
2570,HOUSTON,2017-08-28T00:00:00.000Z,False,X,29.7,-95.5,,17601.52,0.0,2017-01-01T00:00:00.000Z,77081,5e398d7074cbd479fc8a3b45
2571,HOUSTON,2017-08-27T00:00:00.000Z,False,X,29.8,-95.6,,250000.0,100000.0,2017-01-01T00:00:00.000Z,77079,5e398d7074cbd479fc8a3b74
2572,HOUSTON,2017-06-07T00:00:00.000Z,False,AE,29.8,-95.6,,10278.56,0.0,2017-01-01T00:00:00.000Z,77079,5e398d7074cbd479fc8a3b78
